id	duration	bitrate	bitrate(video)	height	width	frame rate	frame rate(est.)	codec	category	url
vVu-zvs5hyg	25	636	629	640	360	25	25	h264	Gaming	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?id=bd5bbecefb398728&key=yt1&ipbits=8&expire=1377911832&fexp=917000%2C901482%2C911305%2C914074%2C916625%2C901483%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C913428%2C920605%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mt=1377888829&ratebypass=yes&sver=3&ip=86.50.94.176&upn=AnYAIqe4PlU&cp=U0hWTFlMT19ITENONl9RRlNJOjZ4bnZSS1FmZ0ww&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&itag=18&ms=au&source=youtube&mv=m&signature=D4FA7FCFEC629ABC048DC476356B146C23ADE43B.1C4217889B01530DB66F30224265018D64878513
vVu-zvs5hyg	25	776	629	640	360	25	25	vp8	Gaming	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?id=bd5bbecefb398728&key=yt1&ipbits=8&expire=1377911832&fexp=917000%2C901482%2C911305%2C914074%2C916625%2C901483%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C913428%2C920605%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mt=1377888829&ratebypass=yes&sver=3&ip=86.50.94.176&upn=AnYAIqe4PlU&cp=U0hWTFlMT19ITENONl9RRlNJOjZ4bnZSS1FmZ0ww&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&itag=43&ms=au&source=youtube&mv=m&signature=BC40C84D5A6069AA458A29A473F4D8F02D2BFF46.1221DCBEB373C81505F13CEE629ADFFBFE2172C8
vVu-zvs5hyg	25	280	270	400	226	25	25	flv1	Gaming	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?id=bd5bbecefb398728&burst=40&algorithm=throttle-factor&ipbits=8&expire=1377911832&fexp=917000%2C901482%2C911305%2C914074%2C916625%2C901483%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C913428%2C920605%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mt=1377888829&factor=1.25&key=yt1&ip=86.50.94.176&upn=AnYAIqe4PlU&cp=U0hWTFlMT19ITENONl9RRlNJOjZ4bnZSS1FmZ0ww&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&itag=5&ms=au&source=youtube&mv=m&sver=3&signature=369369E7009D7B1A1C39A6F88CDA27EE9A45C945.0E302DF0EF315A35E6CBCE65DFA492B05378D539&ratebypass=yes
vVu-zvs5hyg	25	54	52	176	144	12	12	mpeg4	Gaming	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?id=bd5bbecefb398728&burst=40&algorithm=throttle-factor&ipbits=8&expire=1377911832&fexp=917000%2C901482%2C911305%2C914074%2C916625%2C901483%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C913428%2C920605%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mt=1377888829&factor=1.25&key=yt1&ip=86.50.94.176&upn=AnYAIqe4PlU&cp=U0hWTFlMT19ITENONl9RRlNJOjZ4bnZSS1FmZ0ww&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&itag=17&ms=au&source=youtube&mv=m&sver=3&signature=B40EDC6EAC6F2B35106E4D331D88148D9BA92EBA.7593AB2989BB0397FB807171E90F1D0227673CC2&ratebypass=yes
XT-U-ZEF5ww	69	968	893	640	480	24	0	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?factor=1.25&ip=86.50.94.176&ipbits=8&key=yt1&burst=40&algorithm=throttle-factor&id=5d3f94f99105e70c&fexp=939110%2C926400%2C920508%2C932206%2C914092%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19NS0NONl9RRlNFOnktLWdYNjZLN2RO&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&sver=3&upn=W83FW04-0Po&itag=35&expire=1377911481&mt=1377888829&ms=au&mv=m&source=youtube&signature=2B498A653CED59614C7564575D71309A0EE79409.BC0F870A1C6147162ADDED993FCBAF4FA8AB4522&ratebypass=yes
XT-U-ZEF5ww	69	505	435	480	360	24	0	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?factor=1.25&ip=86.50.94.176&ipbits=8&key=yt1&burst=40&algorithm=throttle-factor&id=5d3f94f99105e70c&fexp=939110%2C926400%2C920508%2C932206%2C914092%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19NS0NONl9RRlNFOnktLWdYNjZLN2RO&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&sver=3&upn=W83FW04-0Po&itag=34&expire=1377911481&mt=1377888829&ms=au&mv=m&source=youtube&signature=A92BC49B3F0B27C318D7D846008493293444EDD9.B141441D6962EA3DCE212C01154CD4A85035434B&ratebypass=yes
XT-U-ZEF5ww	69	526	448	480	360	24	24	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&ip=86.50.94.176&sver=3&key=yt1&id=5d3f94f99105e70c&fexp=939110%2C926400%2C920508%2C932206%2C914092%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19NS0NONl9RRlNFOnktLWdYNjZLN2RO&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=W83FW04-0Po&itag=18&expire=1377911481&ms=au&mv=m&source=youtube&ratebypass=yes&signature=1301BCE05B59611935E9A0D343AE6014563AEBAA.8FF6B55E4E508129CF70E8B0E9887869A958AA60
XT-U-ZEF5ww	69	561	448	480	360	24	24	vp8	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&ip=86.50.94.176&sver=3&key=yt1&id=5d3f94f99105e70c&fexp=939110%2C926400%2C920508%2C932206%2C914092%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19NS0NONl9RRlNFOnktLWdYNjZLN2RO&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=W83FW04-0Po&itag=43&expire=1377911481&ms=au&mv=m&source=youtube&ratebypass=yes&signature=B950993C183A5B10C1818692148B63441165DDEA.515695AE5BDAA35C7E711246ADEB2414FC19639F
XT-U-ZEF5ww	69	329	265	320	240	24	24	flv1	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?factor=1.25&ip=86.50.94.176&ipbits=8&key=yt1&burst=40&algorithm=throttle-factor&id=5d3f94f99105e70c&fexp=939110%2C926400%2C920508%2C932206%2C914092%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19NS0NONl9RRlNFOnktLWdYNjZLN2RO&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&sver=3&upn=W83FW04-0Po&itag=5&expire=1377911481&mt=1377888829&ms=au&mv=m&source=youtube&signature=25FEEABCD0756C7EC3B7A7BB8802A9FAC1467D33.017C3B6D2F98DE7BDCDE24C83B3130320BB8587C&ratebypass=yes
XT-U-ZEF5ww	69	81	46	176	144	12	12	mpeg4	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?factor=1.25&ip=86.50.94.176&ipbits=8&key=yt1&burst=40&algorithm=throttle-factor&id=5d3f94f99105e70c&fexp=939110%2C926400%2C920508%2C932206%2C914092%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19NS0NONl9RRlNFOnktLWdYNjZLN2RO&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&sver=3&upn=W83FW04-0Po&itag=17&expire=1377911481&mt=1377888829&ms=au&mv=m&source=youtube&signature=B102E2915BA3D332B06A59F60C8E0A1B0E8C3920.C20ACC044EEDB405CF93EADC88B3855637356FA6&ratebypass=yes
E10P-m-1i50	177	452	322	320	240	29.97	0	h264	Education	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&id=135d0ffa6fb58b9d&itag=34&mt=1377888829&mv=m&cp=U0hWTFlMT19OS0NONl9RRlNFOnRvSjA0S2VTTDQz&sver=3&fexp=922511%2C919318%2C904495%2C916624%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C900375%2C906001&burst=40&upn=4Ip45Aq1JEk&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&factor=1.25&expire=1377911491&ipbits=8&source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&signature=CFB559003272067C193B55C30B0C5E319D26351A.614F989E8B2CAA98C7D5CF4F4EB7F6B21F0E0EA9&ratebypass=yes
E10P-m-1i50	177	413	314	320	240	29.97	29.97	h264	Education	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&id=135d0ffa6fb58b9d&itag=18&mt=1377888829&cp=U0hWTFlMT19OS0NONl9RRlNFOnRvSjA0S2VTTDQz&sver=3&fexp=922511%2C919318%2C904495%2C916624%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C900375%2C906001&expire=1377911491&upn=4Ip45Aq1JEk&ip=86.50.94.176&key=yt1&mv=m&ipbits=8&ratebypass=yes&source=youtube&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&signature=A50749C8CB4FB147989BD9830B2A0E314F251078.226940FFF1098D54EF6F2289AB1A201CB9BB9A97
E10P-m-1i50	177	486	314	320	240	29.97	29.97	vp8	Education	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&id=135d0ffa6fb58b9d&itag=43&mt=1377888829&cp=U0hWTFlMT19OS0NONl9RRlNFOnRvSjA0S2VTTDQz&sver=3&fexp=922511%2C919318%2C904495%2C916624%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C900375%2C906001&expire=1377911491&upn=4Ip45Aq1JEk&ip=86.50.94.176&key=yt1&mv=m&ipbits=8&ratebypass=yes&source=youtube&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&signature=D43468D9F7EB0FA094A09EF1DBB52869B08B0BA8.4A1F9CB9BBD0B2BB7CABD4F0D3037C24A5EF6B42
E10P-m-1i50	177	347	281	320	240	29.97	29.97	flv1	Education	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&id=135d0ffa6fb58b9d&itag=5&mt=1377888829&mv=m&cp=U0hWTFlMT19OS0NONl9RRlNFOnRvSjA0S2VTTDQz&sver=3&fexp=922511%2C919318%2C904495%2C916624%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C900375%2C906001&burst=40&upn=4Ip45Aq1JEk&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&factor=1.25&expire=1377911491&ipbits=8&source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&signature=D6BCB38BA457C7D071D4268B9DD315B653C34BE0.32DE895EDDE968146348171E777D1F871AB1A770&ratebypass=yes
E10P-m-1i50	177	81	55	176	144	12	12	mpeg4	Education	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&id=135d0ffa6fb58b9d&itag=17&mt=1377888829&mv=m&cp=U0hWTFlMT19OS0NONl9RRlNFOnRvSjA0S2VTTDQz&sver=3&fexp=922511%2C919318%2C904495%2C916624%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C900375%2C906001&burst=40&upn=4Ip45Aq1JEk&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&factor=1.25&expire=1377911491&ipbits=8&source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&signature=B4FF915591281D00FA6DA9CF8B4211F51E1577B3.47525C3B278E8A802CC5B4D9DE18281C44B0773D&ratebypass=yes
dCOE-XT5-Wo	33	1992	1798	1906	1080	25	25	h264	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=37&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=AB0E7E8D7EC0DBB264944B4019EDE86410F32124.839BAAA89503E4A9304FB96081B43ADED132F9F2
dCOE-XT5-Wo	33	1764	1798	1906	1080	25	25	vp8	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=46&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=BD8D88A963006D31D057152EF84099C34BA82FED.4C4ACF7C2FE4606D43E6D2587B5730D8C126F308
dCOE-XT5-Wo	33	1225	1031	1270	720	25	25	h264	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=22&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=AB2A4CC5A97D986DAD385E40D65E67552C8BFF2D.94B7362D3CDABC051EA600AA3E4480A4E56C5B37
dCOE-XT5-Wo	33	975	1031	1270	720	25	25	vp8	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=45&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=97987045BD77E2021985E15F3CAF32B59239CDA9.5F503618365B7F4550D684E86BF60579491BE290
dCOE-XT5-Wo	33	512	383	848	480	25	25	h264	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?burst=40&source=youtube&key=yt1&itag=35&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&upn=7N2V65xKSko&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&algorithm=throttle-factor&fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ms=au&mv=m&mt=1377888829&ip=86.50.94.176&signature=78BB27E8997E71D75A98A115000423FB0CECF1A2.9DD49E54D33647D61EEA2C68C8F2D402CCA83091&ratebypass=yes
dCOE-XT5-Wo	33	500	383	848	480	25	25	vp8	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=44&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=7460C92741D0BB4BCC32A3CA24DB2DBC70DBDAD4.0F7F44925C82F81373C6B5301CBC7F19AC34FD58
dCOE-XT5-Wo	33	426	295	636	360	25	25	h264	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?burst=40&source=youtube&key=yt1&itag=34&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&upn=7N2V65xKSko&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&algorithm=throttle-factor&fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ms=au&mv=m&mt=1377888829&ip=86.50.94.176&signature=1AB2F9BA2D027582247A5D8EDD26E0F297FDA05D.6311BCD07D0B5F5119CBEF87CE00F363A328CB33&ratebypass=yes
dCOE-XT5-Wo	33	354	255	636	360	25	25	h264	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=18&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=402955497D0EF279CAA3EEC89ED7F3D8FF826B8D.D8BAFF6FDBAA7B8D379BA2EE810E932967570BAA
dCOE-XT5-Wo	33	381	255	636	360	25	25	vp8	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&key=yt1&itag=43&upn=7N2V65xKSko&ratebypass=yes&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&ms=au&mv=m&mt=1377888829&source=youtube&signature=0BE129B5305E85551611CBE2A68EC013EE5F3DB4.0B528093F68EE8B848FA602C4793B0AC1E42773B
dCOE-XT5-Wo	33	351	285	424	240	25	25	flv1	Howto & Style	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?burst=40&source=youtube&key=yt1&itag=5&cp=U0hWTFlMTl9GT0NONl9RRlJHOnlzbllYUjc0WExW&upn=7N2V65xKSko&ipbits=8&sver=3&expire=1377910615&id=742384f974f9f96a&algorithm=throttle-factor&fexp=931311%2C939108%2C914054%2C916611%2C923434%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ms=au&mv=m&mt=1377888829&ip=86.50.94.176&signature=C5FD3BD228D5691A3E219CE6E6D0C1947EE775E4.6C872340D798C1010CCE607A3B33D88A57125897&ratebypass=yes
